doc_id,doc_type,text
DOC-02488,newsletter,"The data room (server closet) needs better ventilation before summer. The merger of the marketing and sales departments is complete; please update the org chart. Target practice for the charity golf tournament is Thursday afternoon. Synergy workshop: cross-team collaboration skills, Thursday at 2pm. Closing checklist for the office move: label every box with your name. The merger of our two softball teams means new jerseys for everyone this season. Privileged parking spots on level 1 are reserved for executives. Reps from the catering company will arrive at noon for the tasting. The planning horizon for next year's budget is eighteen months, so start early."
DOC-02489,email,Subject: Payroll system integration The CEO's horizon-scanning memo on industry trends is attached for interest. Acquisition of additional server capacity was approved by IT yesterday. Due diligence on the new benefits provider starts next week — HR is leading it. The merger clause in the softball league rules needs a second reading.
DOC-02490,email,Subject: IT maintenance Saturday Happy birthday to David Chen! Cake in the break room at 3pm. Please review the updated vacation policy attached to this email. Team standup moves to 9:30 starting next week. The fire drill is scheduled for Thursday at 10am sharp. Don't forget to update your emergency contact information. The elevator will be out of service on Tuesday morning.
DOC-02491,newsletter,"Could someone cover my shift on Friday afternoon? The purchase agreement's reps and warranties section needs tax counsel review. Timesheets are due by end of day Wednesday. Lunch is at noon in the cafeteria; today's special is pasta. Reminder: submit your expense reports by Friday. The printer on floor 3 is jammed again; IT has been notified. Team standup moves to 9:30 starting next week. Please welcome our new intern, joining the support team on Monday. We are evaluating a competing bid; keep all Horizon materials privileged and off email."
DOC-02492,meeting_notes,Book club meets Thursday to discuss this month's novel. Reminder: submit your expense reports by Friday. The lobby coffee machine is finally fixed. Please water the plants while I'm on vacation — thanks!
DOC-02493,newsletter,"New security badges are ready for pickup at reception. Flu shots will be available in the lobby on Wednesday. The elevator will be out of service on Tuesday morning. Could someone cover my shift on Friday afternoon? Recycling bins are now on every floor — please sort your waste. Please review the updated vacation policy attached to this email. Please welcome our new intern, joining the support team on Monday."
DOC-02494,contract,"Counsel for the softball league will review the new rulebook. The integration of the new payroll system starts Monday — expect some downtime. Synergy workshop: cross-team collaboration skills, Thursday at 2pm. Accretive or not, the new espresso machine was worth every penny. Reps from the catering company will arrive at noon for the tasting. Let's close out the deal on parking spots before the garage fills up. The planning horizon for next year's budget is eighteen months, so start early. The warranties on the new printers expire in June — renew them."
DOC-02495,email,Subject: Department merger update The board approved the new holiday schedule for next year. We approved the acquisition of new office furniture for the Chicago floor. Please clean the data room; the servers are overheating again.
DOC-02496,memo,The integration of the new payroll system starts Monday — expect some downtime. The warranties on the new printers expire in June — renew them. The data room (server closet) needs better ventilation before summer. The target savings from the energy audit are fifteen percent. The merger of our two softball teams means new jerseys for everyone this season. Acquisition of additional server capacity was approved by IT yesterday.
DOC-02497,email,Subject: Payroll system integration Tender documents for the parking garage contract are due Friday. The antitrust compliance training module is mandatory this quarter. Closing checklist for the office move: label every box with your name.
DOC-02498,newsletter,Book club meets Thursday to discuss this month's novel. Team standup moves to 9:30 starting next week. Could someone cover my shift on Friday afternoon? Invoice #4821 is now due; please approve it in the system. Recycling bins are now on every floor — please sort your waste.
DOC-02499,contract,Keep this between us until the announcement goes out. I'll brief you on the sensitive matter after the standup. The transaction timeline moved up; please adjust your calendars. The lobby coffee machine is finally fixed. Please prioritize the request Marcus Hale sent last night. The Wi-Fi password changed; the new one is on the intranet. Don't forget to update your emergency contact information. Please review the updated vacation policy attached to this email. The printer on floor 3 is jammed again; IT has been notified.
DOC-02500,newsletter,The fire drill is scheduled for Thursday at 10am sharp. Dana Whitfield circulated the merger agreement draft — please redline section 4.2. Please diary the Hart-Scott-Rodino filing deadline for the Horizon deal. The gym on the ground floor has new opening hours. The printer on floor 3 is jammed again; IT has been notified. Parking lot B will be closed for repaving next week.
DOC-02501,meeting_notes,The elevator will be out of service on Tuesday morning. Happy birthday to James Park! Cake in the break room at 3pm. The lobby coffee machine is finally fixed. New security badges are ready for pickup at reception.
DOC-02502,invoice,Happy birthday to David Chen! Cake in the break room at 3pm. Book club meets Thursday to discuss this month's novel. The printer on floor 3 is jammed again; IT has been notified.
DOC-02503,newsletter,The Q2 newsletter is out — great photos from the company picnic. The Wi-Fi password changed; the new one is on the intranet. We are evaluating a competing bid; keep all Horizon materials privileged and off email. The tender offer documents reference codename Horizon throughout. Employee retention packages for target staff were approved as part of the deal.
DOC-02504,newsletter,The gym on the ground floor has new opening hours. The IT helpdesk will perform system maintenance on Saturday night. The lobby coffee machine is finally fixed. The Q2 newsletter is out — great photos from the company picnic. Please review the updated vacation policy attached to this email. The printer on floor 3 is jammed again; IT has been notified.
DOC-02505,meeting_notes,"The Q2 newsletter is out — great photos from the company picnic. The fire drill is scheduled for Thursday at 10am sharp. Board minutes from Tuesday reflect unanimous approval of the Horizon transaction. Recycling bins are now on every floor — please sort your waste. Please review the updated vacation policy attached to this email. Please welcome our new intern, joining the support team on Monday. We need antitrust counsel's read on the Horizon acquisition before signing. Integration planning for the Horizon deal starts Monday; HR and IT leads must attend."
DOC-02506,newsletter,We approved the acquisition of new office furniture for the Chicago floor. Closing checklist for the office move: label every box with your name. The tender for the cafeteria contract attracted three bids; winner announced Friday. Our antitrust counsel approved the merger of the two softball leagues. Please close the deal on the catering contract for the holiday party. The 'Horizon' theme for the annual gala was a big hit with staff. The data room (server closet) needs better ventilation before summer.
DOC-02507,meeting_notes,The gym on the ground floor has new opening hours. Lunch is at noon in the cafeteria; today's special is pasta. Don't forget to update your emergency contact information. The Q2 newsletter is out — great photos from the company picnic. Flu shots will be available in the lobby on Wednesday. The lobby coffee machine is finally fixed.
DOC-02508,memo,New security badges are ready for pickup at reception. Invoice #4821 is now due; please approve it in the system. Lunch is at noon in the cafeteria; today's special is pasta. The IT helpdesk will perform system maintenance on Saturday night. The Wi-Fi password changed; the new one is on the intranet. The elevator will be out of service on Tuesday morning. Please review the updated vacation policy attached to this email. Happy birthday to James Park! Cake in the break room at 3pm. Reminder: submit your expense reports by Friday.
DOC-02509,newsletter,The IT helpdesk will perform system maintenance on Saturday night. Please water the plants while I'm on vacation — thanks! The Wi-Fi password changed; the new one is on the intranet. Team standup moves to 9:30 starting next week. Reminder: submit your expense reports by Friday. The lobby coffee machine is finally fixed. The gym on the ground floor has new opening hours. New security badges are ready for pickup at reception.
DOC-02510,meeting_notes,Please review the updated vacation policy attached to this email. Flu shots will be available in the lobby on Wednesday. Please water the plants while I'm on vacation — thanks! The fire drill is scheduled for Thursday at 10am sharp. The Q2 newsletter is out — great photos from the company picnic. New security badges are ready for pickup at reception. The elevator will be out of service on Tuesday morning. Happy birthday to James Park! Cake in the break room at 3pm.
DOC-02511,newsletter,Don't forget to update your emergency contact information. Timesheets are due by end of day Wednesday. Recycling bins are now on every floor — please sort your waste. The elevator will be out of service on Tuesday morning. Flu shots will be available in the lobby on Wednesday. The printer on floor 3 is jammed again; IT has been notified.
DOC-02512,contract,"Parking lot B will be closed for repaving next week. Reminder: submit your expense reports by Friday. New security badges are ready for pickup at reception. Could someone cover my shift on Friday afternoon? The Wi-Fi password changed; the new one is on the intranet. Book club meets Thursday to discuss this month's novel. Flu shots will be available in the lobby on Wednesday. Please welcome our new intern, joining the support team on Monday. Recycling bins are now on every floor — please sort your waste. Invoice #4821 is now due; please approve it in the system. The printer on floor 3 is jammed again; IT has been notified."
DOC-02513,email,Subject: Closing checklist — Horizon Book club meets Thursday to discuss this month's novel. Synergy estimates put cost savings at $495M annually post-merger. Don't forget to update your emergency contact information. Escrow terms: 10% of $530M held for 18 months post-closing. The acquisition will be accretive in year two according to Marcus Hale's model. New security badges are ready for pickup at reception.
DOC-02514,meeting_notes,Elena Vasquez asked me to pull the files we discussed yesterday. Flu shots will be available in the lobby on Wednesday. Please prioritize the request Priya Raman sent last night. The lobby coffee machine is finally fixed.
DOC-02515,meeting_notes,Don't forget to update your emergency contact information. The printer on floor 3 is jammed again; IT has been notified. The elevator will be out of service on Tuesday morning. Timesheets are due by end of day Wednesday. The Q2 newsletter is out — great photos from the company picnic. Lunch is at noon in the cafeteria; today's special is pasta. The fire drill is scheduled for Thursday at 10am sharp.
DOC-02516,email,Subject: Parking lot closure Invoice #4821 is now due; please approve it in the system. The gym on the ground floor has new opening hours. Flu shots will be available in the lobby on Wednesday. Timesheets are due by end of day Wednesday.
DOC-02517,newsletter,The purchase agreement's reps and warranties section needs tax counsel review. Integration planning for the Horizon deal starts Monday; HR and IT leads must attend. Happy birthday to Marcus Hale! Cake in the break room at 3pm. Reminder: submit your expense reports by Friday. The gym on the ground floor has new opening hours. The elevator will be out of service on Tuesday morning. New security badges are ready for pickup at reception. Parking lot B will be closed for repaving next week. Project Horizon is moving to due diligence next week; James Park asked legal to prepare the data room.
DOC-02518,email,Subject: Expense reports reminder Team standup moves to 9:30 starting next week. The gym on the ground floor has new opening hours. Book club meets Thursday to discuss this month's novel. Could someone cover my shift on Friday afternoon?
DOC-02519,meeting_notes,The Q2 newsletter is out — great photos from the company picnic. Don't forget to update your emergency contact information. Happy birthday to Marcus Hale! Cake in the break room at 3pm. New security badges are ready for pickup at reception. The IT helpdesk will perform system maintenance on Saturday night. The Wi-Fi password changed; the new one is on the intranet. Flu shots will be available in the lobby on Wednesday.
DOC-02520,email,"Subject: Parking lot closure The Wi-Fi password changed; the new one is on the intranet. The printer on floor 3 is jammed again; IT has been notified. Please welcome our new intern, joining the support team on Monday. Could someone cover my shift on Friday afternoon? Don't forget to update your emergency contact information. Recycling bins are now on every floor — please sort your waste."
DOC-02521,email,Subject: IT maintenance Saturday Parking lot B will be closed for repaving next week. The Wi-Fi password changed; the new one is on the intranet. Book club meets Thursday to discuss this month's novel. The gym on the ground floor has new opening hours.
DOC-02522,meeting_notes,Please water the plants while I'm on vacation — thanks! The printer on floor 3 is jammed again; IT has been notified. Don't forget to update your emergency contact information. The fire drill is scheduled for Thursday at 10am sharp.
DOC-02523,newsletter,New security badges are ready for pickup at reception. Please review the updated vacation policy attached to this email. Flu shots will be available in the lobby on Wednesday. The elevator will be out of service on Tuesday morning. The Q2 newsletter is out — great photos from the company picnic. Book club meets Thursday to discuss this month's novel.
DOC-02524,email,Subject: Birthday cake in break room The Q2 newsletter is out — great photos from the company picnic. Invoice #4821 is now due; please approve it in the system. The elevator will be out of service on Tuesday morning. New security badges are ready for pickup at reception. Team standup moves to 9:30 starting next week.
DOC-02525,email,Subject: Lunch plans Don't forget to update your emergency contact information. The Q2 newsletter is out — great photos from the company picnic. Happy birthday to Elena Vasquez! Cake in the break room at 3pm.
DOC-02526,email,"Subject: Payroll system integration The target date for the office move is Friday; label all boxes clearly. Our antitrust counsel approved the merger of the two softball leagues. Privileged parking spots on level 1 are reserved for executives. Synergy workshop: cross-team collaboration skills, Thursday at 2pm. The acquisition team for office supplies needs two volunteers. Target practice for the charity golf tournament is Thursday afternoon."
DOC-02527,memo,Book club meets Thursday to discuss this month's novel. The Wi-Fi password changed; the new one is on the intranet. New security badges are ready for pickup at reception. Parking lot B will be closed for repaving next week. Happy birthday to Tom Okafor! Cake in the break room at 3pm.
DOC-02528,email,Subject: Birthday cake in break room Lunch is at noon in the cafeteria; today's special is pasta. Flu shots will be available in the lobby on Wednesday. Parking lot B will be closed for repaving next week. Please review the updated vacation policy attached to this email.
DOC-02529,newsletter,The Q2 newsletter is out — great photos from the company picnic. Lunch is at noon in the cafeteria; today's special is pasta. The fire drill is scheduled for Thursday at 10am sharp. Don't forget to update your emergency contact information. Please review the updated vacation policy attached to this email. Reminder: submit your expense reports by Friday.
DOC-02530,memo,"Target practice for the charity golf tournament is Thursday afternoon. Our antitrust counsel approved the merger of the two softball leagues. The closing checklist for the office move needs legal's sign-off. Accretive or not, the new espresso machine was worth every penny. Acquisition of additional server capacity was approved by IT yesterday. The data room (server closet) needs better ventilation before summer. The integration of the new payroll system starts Monday — expect some downtime."
DOC-02531,newsletter,"The board approved the new holiday schedule for next year. The planning horizon for next year's budget is eighteen months, so start early. The board's acquisition of new conference chairs was unanimous. The merger of the marketing and sales departments is complete; please update the org chart. The integration of the new payroll system starts Monday — expect some downtime. The fairness opinion on the proposed new logo was broadly positive. Accretive or not, the new espresso machine was worth every penny. Privileged parking spots on level 1 are reserved for executives."
DOC-02532,contract,The acquisition team for office supplies needs two volunteers. The merger of our two softball teams means new jerseys for everyone this season. The antitrust compliance training module is mandatory this quarter. The CEO's horizon-scanning memo on industry trends is attached for interest. The closing checklist for the office move needs legal's sign-off. The tender for the cafeteria contract attracted three bids; winner announced Friday. We are closing the downtown office at the end of the quarter. Please clean the data room; the servers are overheating again. The data room (server closet) needs better ventilation before summer. We approved the acquisition of new office furniture for the Chicago floor.
DOC-02533,contract,"Please water the plants while I'm on vacation — thanks! Book club meets Thursday to discuss this month's novel. Invoice #4821 is now due; please approve it in the system. The Q2 newsletter is out — great photos from the company picnic. Please welcome our new intern, joining the support team on Monday. The printer on floor 3 is jammed again; IT has been notified. Recycling bins are now on every floor — please sort your waste. Timesheets are due by end of day Wednesday. The fire drill is scheduled for Thursday at 10am sharp. Could someone cover my shift on Friday afternoon? Happy birthday to Marcus Hale! Cake in the break room at 3pm. The gym on the ground floor has new opening hours. Parking lot B will be closed for repaving next week. Reminder: submit your expense reports by Friday."
DOC-02534,email,"Subject: Parking lot closure Reminder: submit your expense reports by Friday. Lunch is at noon in the cafeteria; today's special is pasta. The IT helpdesk will perform system maintenance on Saturday night. Flu shots will be available in the lobby on Wednesday. Please welcome our new intern, joining the support team on Monday. The lobby coffee machine is finally fixed."
DOC-02535,memo,"The Wi-Fi password changed; the new one is on the intranet. Flu shots will be available in the lobby on Wednesday. The IT helpdesk will perform system maintenance on Saturday night. Could someone cover my shift on Friday afternoon? Please welcome our new intern, joining the support team on Monday. Don't forget to update your emergency contact information. Book club meets Thursday to discuss this month's novel. Team standup moves to 9:30 starting next week."
DOC-02536,memo,"Could someone cover my shift on Friday afternoon? Please water the plants while I'm on vacation — thanks! Parking lot B will be closed for repaving next week. The printer on floor 3 is jammed again; IT has been notified. The numbers Dana Whitfield shared change the picture significantly. Please welcome our new intern, joining the support team on Monday. Don't forget to update your emergency contact information. Keep this between us until the announcement goes out."
DOC-02537,contract,The data room now contains three years of audited financials for due diligence. The board approved the all-cash offer of $465M for the target. Could someone cover my shift on Friday afternoon? The fire drill is scheduled for Thursday at 10am sharp. Employee retention packages for target staff were approved as part of the deal. Flu shots will be available in the lobby on Wednesday. The purchase agreement's reps and warranties section needs tax counsel review. Lunch is at noon in the cafeteria; today's special is pasta. We need antitrust counsel's read on the Horizon acquisition before signing. Merger clearance in the EU will take longer than expected; adjust the closing timeline. The elevator will be out of service on Tuesday morning.
DOC-02538,email,Subject: Horizon steering committee New security badges are ready for pickup at reception. The purchase agreement's reps and warranties section needs tax counsel review. The Wi-Fi password changed; the new one is on the intranet.
DOC-02539,newsletter,"Flu shots will be available in the lobby on Wednesday. Parking lot B will be closed for repaving next week. Lunch is at noon in the cafeteria; today's special is pasta. Happy birthday to Dana Whitfield! Cake in the break room at 3pm. The lobby coffee machine is finally fixed. The Q2 newsletter is out — great photos from the company picnic. New security badges are ready for pickup at reception. Please welcome our new intern, joining the support team on Monday."
DOC-02540,email,Subject: IT maintenance Saturday Recycling bins are now on every floor — please sort your waste. Don't forget to update your emergency contact information. Book club meets Thursday to discuss this month's novel. The Q2 newsletter is out — great photos from the company picnic. Please review the updated vacation policy attached to this email.
DOC-02541,email,Subject: Birthday cake in break room Reminder: submit your expense reports by Friday. The gym on the ground floor has new opening hours. Invoice #4821 is now due; please approve it in the system. Team standup moves to 9:30 starting next week. Recycling bins are now on every floor — please sort your waste. Book club meets Thursday to discuss this month's novel.
DOC-02542,email,"Subject: IT maintenance Saturday The fire drill is scheduled for Thursday at 10am sharp. The IT helpdesk will perform system maintenance on Saturday night. Please welcome our new intern, joining the support team on Monday. Team standup moves to 9:30 starting next week. Don't forget to update your emergency contact information."
DOC-02543,email,Subject: Parking lot closure The gym on the ground floor has new opening hours. Please review the updated vacation policy attached to this email. Book club meets Thursday to discuss this month's novel. Parking lot B will be closed for repaving next week. Lunch is at noon in the cafeteria; today's special is pasta. Invoice #4821 is now due; please approve it in the system.
DOC-02544,newsletter,The warranties on the new printers expire in June — renew them. The board's acquisition of new conference chairs was unanimous. Due diligence on the Horizon gala theme revealed it was already used in 2019. The target date for the office move is Friday; label all boxes clearly. Due diligence on the new coffee vendor is done — they passed the taste test. Tender documents for the parking garage contract are due Friday. Reps from the catering company will arrive at noon for the tasting. The data room audit found three servers needing replacement. The antitrust compliance training module is mandatory this quarter.
DOC-02545,meeting_notes,Happy birthday to David Chen! Cake in the break room at 3pm. Please review the updated vacation policy attached to this email. Merger clearance in the EU will take longer than expected; adjust the closing timeline. Lunch is at noon in the cafeteria; today's special is pasta. The Wi-Fi password changed; the new one is on the intranet.
DOC-02546,contract,"The gym on the ground floor has new opening hours. The Wi-Fi password changed; the new one is on the intranet. The elevator will be out of service on Tuesday morning. Recycling bins are now on every floor — please sort your waste. Flu shots will be available in the lobby on Wednesday. Could someone cover my shift on Friday afternoon? Lunch is at noon in the cafeteria; today's special is pasta. Please review the updated vacation policy attached to this email. Book club meets Thursday to discuss this month's novel. Invoice #4821 is now due; please approve it in the system. New security badges are ready for pickup at reception. Please welcome our new intern, joining the support team on Monday. The IT helpdesk will perform system maintenance on Saturday night. Happy birthday to Sara Lindqvist! Cake in the break room at 3pm."
DOC-02547,invoice,Parking lot B will be closed for repaving next week. Invoice #4821 is now due; please approve it in the system.
DOC-02548,memo,Recycling bins are now on every floor — please sort your waste. The lobby coffee machine is finally fixed. The printer on floor 3 is jammed again; IT has been notified. Invoice #4821 is now due; please approve it in the system. Team standup moves to 9:30 starting next week. Could someone cover my shift on Friday afternoon? Please water the plants while I'm on vacation — thanks! Reminder: submit your expense reports by Friday.
DOC-02549,email,Subject: RE: tender offer docs Flu shots will be available in the lobby on Wednesday. The IT helpdesk will perform system maintenance on Saturday night. We are evaluating a competing bid; keep all Horizon materials privileged and off email. The board approved the all-cash offer of $495M for the target. David Chen flagged that the target's IP portfolio is the crown jewel of this acquisition. Could someone cover my shift on Friday afternoon?
DOC-02550,email,Subject: Birthday cake in break room The gym on the ground floor has new opening hours. The fire drill is scheduled for Thursday at 10am sharp. Happy birthday to Tom Okafor! Cake in the break room at 3pm. New security badges are ready for pickup at reception. Please water the plants while I'm on vacation — thanks! The Q2 newsletter is out — great photos from the company picnic.
DOC-02551,newsletter,The printer on floor 3 is jammed again; IT has been notified. Happy birthday to James Park! Cake in the break room at 3pm. New security badges are ready for pickup at reception. Book club meets Thursday to discuss this month's novel. Please review the updated vacation policy attached to this email.
DOC-02552,email,Subject: Merger agreement draft for review The transaction timeline moved up; please adjust your calendars. Please review the updated vacation policy attached to this email. I'll brief you on the sensitive matter after the standup. Invoice #4821 is now due; please approve it in the system.
DOC-02553,email,"Subject: Closing checklist — Horizon The Wi-Fi password changed; the new one is on the intranet. Please welcome our new intern, joining the support team on Monday. The purchase agreement's reps and warranties section needs tax counsel review. Elena Vasquez circulated the merger agreement draft — please redline section 4.2. Could someone cover my shift on Friday afternoon? New security badges are ready for pickup at reception."
DOC-02554,newsletter,Parking lot B will be closed for repaving next week. The numbers David Chen shared change the picture significantly. The elevator will be out of service on Tuesday morning. The transaction timeline moved up; please adjust your calendars. The lobby coffee machine is finally fixed. Please prioritize the request Tom Okafor sent last night.
DOC-02555,email,Subject: Softball team merger The warranties on the new printers expire in June — renew them. The 'Horizon' theme for the annual gala was a big hit with staff. The tender for the cafeteria contract attracted three bids; winner announced Friday.
DOC-02556,invoice,Invoice #4821 is now due; please approve it in the system. Please water the plants while I'm on vacation — thanks! Don't forget to update your emergency contact information.
DOC-02557,memo,"Due diligence on the Horizon gala theme revealed it was already used in 2019. The planning horizon for next year's budget is eighteen months, so start early. The merger of our two softball teams means new jerseys for everyone this season. The merger clause in the softball league rules needs a second reading. Privileged parking spots on level 1 are reserved for executives. Let's close out the deal on parking spots before the garage fills up."
DOC-02558,meeting_notes,"We approved the acquisition of new office furniture for the Chicago floor. The tender for the cafeteria contract attracted three bids; winner announced Friday. The 'Horizon' theme for the annual gala was a big hit with staff. The planning horizon for next year's budget is eighteen months, so start early. The CEO's horizon-scanning memo on industry trends is attached for interest. The board approved the new holiday schedule for next year. Please escrow the security deposit for the new downtown office lease. Reps from the catering company will arrive at noon for the tasting."
DOC-02559,email,Subject: Parking lot closure Book club meets Thursday to discuss this month's novel. Happy birthday to James Park! Cake in the break room at 3pm. Lunch is at noon in the cafeteria; today's special is pasta. The Q2 newsletter is out — great photos from the company picnic.
DOC-02560,email,"Subject: Softball team merger Target practice for the charity golf tournament is Thursday afternoon. Synergy workshop: cross-team collaboration skills, Thursday at 2pm. The board approved the new holiday schedule for next year."
DOC-02561,email,Subject: Office furniture acquisition Due diligence on the Horizon gala theme revealed it was already used in 2019. Due diligence on the new coffee vendor is done — they passed the taste test. Let's close out the deal on parking spots before the garage fills up. The antitrust compliance training module is mandatory this quarter.
DOC-02562,newsletter,"The Wi-Fi password changed; the new one is on the intranet. New security badges are ready for pickup at reception. Reminder: submit your expense reports by Friday. Please welcome our new intern, joining the support team on Monday. The Q2 newsletter is out — great photos from the company picnic. Team standup moves to 9:30 starting next week. The fire drill is scheduled for Thursday at 10am sharp. The elevator will be out of service on Tuesday morning."
DOC-02563,email,Subject: Birthday cake in break room The printer on floor 3 is jammed again; IT has been notified. The fire drill is scheduled for Thursday at 10am sharp. The IT helpdesk will perform system maintenance on Saturday night. The elevator will be out of service on Tuesday morning. Happy birthday to Dana Whitfield! Cake in the break room at 3pm.
DOC-02564,email,Subject: Birthday cake in break room The lobby coffee machine is finally fixed. Please review the updated vacation policy attached to this email. Team standup moves to 9:30 starting next week. The elevator will be out of service on Tuesday morning. Book club meets Thursday to discuss this month's novel. The fire drill is scheduled for Thursday at 10am sharp.
DOC-02565,memo,Regulatory filings for the merger are due Friday; coordinate with outside counsel. Project Horizon is moving to due diligence next week; Sara Lindqvist asked legal to prepare the data room. Please diary the Hart-Scott-Rodino filing deadline for the Horizon deal. Please confirm the closing checklist for the Horizon merger — target date is June 9. Flu shots will be available in the lobby on Wednesday. Happy birthday to Dana Whitfield! Cake in the break room at 3pm. Book club meets Thursday to discuss this month's novel.
DOC-02566,memo,Book club meets Thursday to discuss this month's novel. Recycling bins are now on every floor — please sort your waste. Don't forget to update your emergency contact information. New security badges are ready for pickup at reception. Timesheets are due by end of day Wednesday. Invoice #4821 is now due; please approve it in the system. Parking lot B will be closed for repaving next week.
DOC-02567,email,"Subject: Birthday cake in break room Please water the plants while I'm on vacation — thanks! The IT helpdesk will perform system maintenance on Saturday night. Invoice #4821 is now due; please approve it in the system. Don't forget to update your emergency contact information. Please welcome our new intern, joining the support team on Monday. The lobby coffee machine is finally fixed."
DOC-02568,newsletter,Flu shots will be available in the lobby on Wednesday. Lunch is at noon in the cafeteria; today's special is pasta. Book club meets Thursday to discuss this month's novel. Happy birthday to Elena Vasquez! Cake in the break room at 3pm. The elevator will be out of service on Tuesday morning.
DOC-02569,email,Subject: Office furniture acquisition Due diligence on the new coffee vendor is done — they passed the taste test. Reps from the catering company will arrive at noon for the tasting. Acquisition of additional server capacity was approved by IT yesterday. Privileged parking spots on level 1 are reserved for executives. The acquisition team for office supplies needs two volunteers.
DOC-02570,email,Subject: Department merger update Our antitrust counsel approved the merger of the two softball leagues. The 'Horizon' theme for the annual gala was a big hit with staff. We are closing the downtown office at the end of the quarter. The target savings from the energy audit are fifteen percent. Due diligence on the Horizon gala theme revealed it was already used in 2019. The merger of our two softball teams means new jerseys for everyone this season.
DOC-02571,invoice,Lunch is at noon in the cafeteria; today's special is pasta. Invoice #4821 is now due; please approve it in the system. The Q2 newsletter is out — great photos from the company picnic.
DOC-02572,invoice,Synergy estimates put cost savings at $480M annually post-merger. Parking lot B will be closed for repaving next week. The fairness opinion from the investment bank supports the $495M valuation.
DOC-02573,contract,Reps from the catering company will arrive at noon for the tasting. The merger of our two softball teams means new jerseys for everyone this season. The board's acquisition of new conference chairs was unanimous. Our antitrust counsel approved the merger of the two softball leagues. Due diligence on the new benefits provider starts next week — HR is leading it. Due diligence on the new coffee vendor is done — they passed the taste test. Please escrow the security deposit for the new downtown office lease. We acquired a bigger conference room on the fifth floor for all-hands meetings. Please close the deal on the catering contract for the holiday party.
DOC-02574,newsletter,Lunch is at noon in the cafeteria; today's special is pasta. Team standup moves to 9:30 starting next week. Please review the updated vacation policy attached to this email. Don't forget to update your emergency contact information. Flu shots will be available in the lobby on Wednesday. The elevator will be out of service on Tuesday morning.
DOC-02575,email,"Subject: Softball team merger Synergy workshop: cross-team collaboration skills, Thursday at 2pm. The antitrust compliance training module is mandatory this quarter. The warranties on the new printers expire in June — renew them."
DOC-02576,newsletter,We are closing the downtown office at the end of the quarter. Please escrow the security deposit for the new downtown office lease. The data room audit found three servers needing replacement. The integration of the new payroll system starts Monday — expect some downtime. Acquisition of additional server capacity was approved by IT yesterday. Let's close out the deal on parking spots before the garage fills up. Target practice for the charity golf tournament is Thursday afternoon. The tender for the cafeteria contract attracted three bids; winner announced Friday.
DOC-02577,memo,Flu shots will be available in the lobby on Wednesday. Team standup moves to 9:30 starting next week. Book club meets Thursday to discuss this month's novel. The gym on the ground floor has new opening hours. Please review the updated vacation policy attached to this email. Invoice #4821 is now due; please approve it in the system.
DOC-02578,email,Subject: Parking lot closure The Q2 newsletter is out — great photos from the company picnic. The gym on the ground floor has new opening hours. The fire drill is scheduled for Thursday at 10am sharp. Recycling bins are now on every floor — please sort your waste. Reminder: submit your expense reports by Friday. New security badges are ready for pickup at reception.
DOC-02579,email,Subject: Project Horizon — due diligence The numbers Priya Raman shared change the picture significantly. James Park asked me to pull the files we discussed yesterday. The fire drill is scheduled for Thursday at 10am sharp. Could someone cover my shift on Friday afternoon?
DOC-02580,contract,"Book club meets Thursday to discuss this month's novel. Could someone cover my shift on Friday afternoon? The Wi-Fi password changed; the new one is on the intranet. Please welcome our new intern, joining the support team on Monday. Happy birthday to David Chen! Cake in the break room at 3pm. Flu shots will be available in the lobby on Wednesday. Team standup moves to 9:30 starting next week. Please water the plants while I'm on vacation — thanks! The Q2 newsletter is out — great photos from the company picnic. The fire drill is scheduled for Thursday at 10am sharp. Please review the updated vacation policy attached to this email. Don't forget to update your emergency contact information. The gym on the ground floor has new opening hours. Reminder: submit your expense reports by Friday."
DOC-02581,email,Subject: Birthday cake in break room New security badges are ready for pickup at reception. Could someone cover my shift on Friday afternoon? The IT helpdesk will perform system maintenance on Saturday night. Parking lot B will be closed for repaving next week.
DOC-02582,meeting_notes,The Wi-Fi password changed; the new one is on the intranet. Happy birthday to Priya Raman! Cake in the break room at 3pm. The lobby coffee machine is finally fixed. New security badges are ready for pickup at reception.
DOC-02583,contract,The lobby coffee machine is finally fixed. The gym on the ground floor has new opening hours. Reminder: submit your expense reports by Friday. Employee retention packages for target staff were approved as part of the deal. The IT helpdesk will perform system maintenance on Saturday night. The disclosure schedules attached to the merger agreement are still incomplete. Regulatory filings for the merger are due Friday; coordinate with outside counsel. The acquisition will be accretive in year two according to Sara Lindqvist's model.
DOC-02584,meeting_notes,Please clean the data room; the servers are overheating again. Reps from the catering company will arrive at noon for the tasting. Privileged parking spots on level 1 are reserved for executives. Tender documents for the parking garage contract are due Friday.
DOC-02585,meeting_notes,Timesheets are due by end of day Wednesday. Don't forget to update your emergency contact information. The printer on floor 3 is jammed again; IT has been notified. The fire drill is scheduled for Thursday at 10am sharp.
DOC-02586,newsletter,"Accretive or not, the new espresso machine was worth every penny. The planning horizon for next year's budget is eighteen months, so start early. The closing checklist for the office move needs legal's sign-off. Acquisition of additional server capacity was approved by IT yesterday. The integration of the new payroll system starts Monday — expect some downtime. The fairness opinion on the proposed new logo was broadly positive. Closing checklist for the office move: label every box with your name."
